"Gene","miRNA","Drug"
"SMARCD1","hsa-mir-4715","dexamethasone"
"SMURF1","hsa-mir-98","estrone"
"SMURF1","hsa-mir-98","estradiol"
"SMURF1","hsa-mir-93","estrone"
"SMURF1","hsa-mir-93","estradiol"
"SMURF1","hsa-mir-25","estrone"
"SMURF1","hsa-mir-25","estradiol"
"SNTA1","hsa-mir-652","chloroquine"
"SNTA1","hsa-mir-652","haloperidol"
"SNTA1","hsa-mir-652","sparfloxacin"
"SNTA1","hsa-mir-652","disopyramide"
"SNTA1","hsa-mir-652","domperidone"
"SNTA1","hsa-mir-652","pimozide"
"SNTA1","hsa-mir-652","amiodarone"
"SNTA1","hsa-mir-652","bepridil"
"SNTA1","hsa-mir-652","thioridazine"
"SNTA1","hsa-mir-652","erythromycin"
"SNTA1","hsa-mir-652","droperidol"
"SNTA1","hsa-mir-652","chlorpromazine"
"SNTA1","hsa-mir-652","methadone"
"SNTA1","hsa-mir-652","quinidine"
"SNTA1","hsa-mir-652","sotalol"
"SNTA1","hsa-mir-652","procainamide"
"SOCS3","hsa-mir-1976","pioglitazone"
"SOCS3","hsa-mir-1976","cisplatin"
"SOCS3","hsa-mir-2277","pioglitazone"
"SOCS3","hsa-mir-2277","cisplatin"
"SOD2","hsa-mir-6087","tamoxifen"
"SOD2","hsa-mir-6087","estradiol"
"SOD2","hsa-mir-6087","cyclophosphamide"
"SP1","hsa-mir-627","tamoxifen"
"SP1","hsa-mir-627","estradiol"
"SP1","hsa-mir-627","estrone"
"SP1","hsa-mir-627","gemcitabine"
"SP1","hsa-mir-627","tacrolimus"
"SPRED1","hsa-mir-548s","imatinib"
"SPRED2","hsa-mir-196a-2","imatinib"
"SRC","hsa-mir-1228","tacrolimus"
"SRC","hsa-mir-1228","estrone"
"SRC","hsa-mir-1228","dopamine"
"SRC","hsa-mir-1228","progesterone"
"SRC","hsa-mir-1228","colchicine"
"SRC","hsa-mir-1228","estradiol"
"SRC","hsa-mir-1228","chloroquine"
"SRC","hsa-mir-1228","isoproterenol"
"SREBF1","hsa-mir-548v","clozapine"
"SREBF1","hsa-mir-548v","lovastatin"
"SREBF1","hsa-mir-548v","metformin"
"SREBF1","hsa-mir-548v","pravastatin"
"SREBF1","hsa-mir-548v","haloperidol"
"SREBF1","hsa-mir-548v","fluvastatin"
"SREBF1","hsa-mir-548v","atorvastatin"
"SSH2","hsa-mir-4715","cytarabine"
"STAT5B","hsa-mir-141","imatinib"
"STK11","hsa-mir-6087","metformin"
"STK17A","hsa-mir-190a","cisplatin"
"STK24","hsa-mir-28","methotrexate"
"STK38","hsa-mir-509-3","methotrexate"
"STXBP4","hsa-let-7d","glucose"
"SULT1C2","hsa-mir-191","docetaxel"
"SULT1C2","hsa-mir-191","thalidomide"
"SULT4A1","hsa-mir-451a","estradiol"
"SULT4A1","hsa-mir-451a","tamoxifen"
"SYT1","hsa-mir-582","dopamine"
"TAP1","hsa-mir-147b","cisplatin"
"TAP2","hsa-mir-320d-1","cisplatin"
"TAP2","hsa-mir-320d-1","gemcitabine"
"TBX21","hsa-mir-665","fluoxetine"
"TBX21","hsa-mir-665","salbutamol"
"TBX21","hsa-mir-665","budesonide"
"TBX21","hsa-mir-665","desipramine"
"TBX21","hsa-mir-342","fluoxetine"
"TBX21","hsa-mir-342","salbutamol"
"TBX21","hsa-mir-342","budesonide"
"TBX21","hsa-mir-342","desipramine"
"TDP1","hsa-mir-3667","irinotecan"
"TDP1","hsa-mir-548k","irinotecan"
"TEC","hsa-mir-3682","imatinib"
"TERT","hsa-mir-193a","estrone"
"TERT","hsa-mir-193a","estradiol"
"TERT","hsa-mir-193a","tamoxifen"
"TGFB1","hsa-mir-126","losartan"
"TGFB1","hsa-mir-126","irbesartan"
"TGFBR1","hsa-mir-329-2","dexamethasone"
"TGFBR3","hsa-mir-125b-2","docetaxel"
"TGFBR3","hsa-mir-125b-1","docetaxel"
"TLR2","hsa-mir-99a","dexamethasone"
"TLR4","hsa-mir-99a","pravastatin"
"TLR4","hsa-mir-99a","methotrexate"
"TLR4","hsa-mir-6798","pravastatin"
"TLR4","hsa-mir-6798","methotrexate"
"TNF","hsa-mir-561","hydrocortisone"
"TNF","hsa-mir-561","abacavir"
"TNF","hsa-mir-561","dexamethasone"
"TNF","hsa-mir-561","pioglitazone"
"TNF","hsa-mir-561","troglitazone"
"TNF","hsa-mir-561","carbamazepine"
"TNF","hsa-mir-561","acetylcholine"
"TNF","hsa-mir-561","methotrexate"
"TNF","hsa-mir-561","thalidomide"
"TNF","hsa-mir-561","tacrolimus"
"TNKS","hsa-mir-185","tamoxifen"
"TOB2","hsa-mir-33a","methotrexate"
"TOP2A","hsa-mir-130a","cisplatin"
"TOP2A","hsa-mir-130a","gemcitabine"
"TOP2A","hsa-mir-130a","doxorubicin"
"TOP2A","hsa-mir-130a","etoposide"
"TOR1A","hsa-mir-455","dopamine"
"TOR1A","hsa-mir-455","colchicine"
"TOR1A","hsa-mir-455","tacrolimus"
"TP53","hsa-mir-4677","cyclophosphamide"
"TP53","hsa-mir-4677","docetaxel"
"TP53","hsa-mir-4677","methotrexate"
"TP53","hsa-mir-4677","tamoxifen"
"TP53","hsa-mir-4677","topotecan"
"TP53","hsa-mir-4677","etoposide"
"TP53","hsa-mir-4677","doxorubicin"
"TP53","hsa-mir-4677","estradiol"
"TP53","hsa-mir-4677","chlorambucil"
"TP53","hsa-mir-4677","ibuprofen"
"TP53","hsa-mir-4677","estrone"
"TP53","hsa-mir-4677","busulfan"
"TP53","hsa-mir-4677","cisplatin"
"TP53","hsa-mir-4677","paclitaxel"
"TP53","hsa-mir-3682","cyclophosphamide"
"TP53","hsa-mir-3682","docetaxel"
"TP53","hsa-mir-3682","methotrexate"
"TP53","hsa-mir-3682","tamoxifen"
"TP53","hsa-mir-3682","topotecan"
"TP53","hsa-mir-3682","etoposide"
"TP53","hsa-mir-3682","doxorubicin"
"TP53","hsa-mir-3682","estradiol"
"TP53","hsa-mir-3682","chlorambucil"
"TP53","hsa-mir-3682","ibuprofen"
"TP53","hsa-mir-3682","estrone"
"TP53","hsa-mir-3682","busulfan"
"TP53","hsa-mir-3682","cisplatin"
"TP53","hsa-mir-3682","paclitaxel"
"TRIM25","hsa-mir-574","estrone"
"TRIM25","hsa-mir-574","estradiol"
"TUBB","hsa-mir-4640","docetaxel"
"TUBB","hsa-mir-4640","paclitaxel"
"TUBB3","hsa-mir-9-3","vincristine"
"TUBB3","hsa-mir-9-3","paclitaxel"
"TXNIP","hsa-mir-4782","prednisolone"
"TXNIP","hsa-mir-25","prednisolone"
"UBE2A","hsa-mir-361","glucose"
"UBE2D1","hsa-mir-4661","chloroquine"
"UBE2L3","hsa-mir-1306","colchicine"
"UBE2L3","hsa-mir-1306","tacrolimus"
"UBE2L3","hsa-mir-1306","dopamine"
"UCK2","hsa-mir-6894","methotrexate"
"UCK2","hsa-mir-24-2","methotrexate"
"UGT1A7","hsa-mir-30c-1","irinotecan"
"UGT1A7","hsa-mir-30c-1","fluconazole"
"UGT1A7","hsa-mir-30c-1","propofol"
"UGT1A7","hsa-mir-30c-1","indinavir"
"UGT1A7","hsa-mir-30c-1","ketoconazole"
"UGT1A7","hsa-mir-30c-2","irinotecan"
"UGT1A7","hsa-mir-30c-2","fluconazole"
"UGT1A7","hsa-mir-30c-2","propofol"
"UGT1A7","hsa-mir-30c-2","indinavir"
"UGT1A7","hsa-mir-30c-2","ketoconazole"
"UGT1A7","hsa-mir-147b","irinotecan"
"UGT1A7","hsa-mir-147b","fluconazole"
"UGT1A7","hsa-mir-147b","propofol"
"UGT1A7","hsa-mir-147b","indinavir"
"UGT1A7","hsa-mir-147b","ketoconazole"
"USF2","hsa-mir-3677","gemcitabine"
"USP5","hsa-mir-141","sumatriptan"
"USP5","hsa-mir-141","zolmitriptan"
"USP5","hsa-mir-141","pravastatin"
"USP5","hsa-mir-141","fluvastatin"
"USP5","hsa-mir-141","sildenafil"
"USP5","hsa-mir-141","rizatriptan"
"USP5","hsa-mir-141","olanzapine"
"USP5","hsa-mir-141","naratriptan"
"USP5","hsa-mir-141","atorvastatin"
"USP5","hsa-mir-141","lovastatin"
"USP5","hsa-mir-200c","sumatriptan"
"USP5","hsa-mir-200c","zolmitriptan"
"USP5","hsa-mir-200c","pravastatin"
"USP5","hsa-mir-200c","fluvastatin"
"USP5","hsa-mir-200c","sildenafil"
"USP5","hsa-mir-200c","rizatriptan"
"USP5","hsa-mir-200c","olanzapine"
"USP5","hsa-mir-200c","naratriptan"
"USP5","hsa-mir-200c","atorvastatin"
"USP5","hsa-mir-200c","lovastatin"
"UST","hsa-mir-1266","nortriptyline"
"VAMP2","hsa-mir-505","glucose"
"VAMP2","hsa-mir-505","dopamine"
"VAMP2","hsa-mir-381","glucose"
"VAMP2","hsa-mir-381","dopamine"
"VAV3","hsa-mir-6510","cytarabine"
"VAV3","hsa-mir-6510","gemcitabine"
"VCAM1","hsa-mir-5690","triamcinolone"
"VCAM1","hsa-mir-5690","beclomethasone"
"VCAM1","hsa-mir-5690","budesonide"
"VEGFA","hsa-mir-6805","glucose"
"VEGFA","hsa-mir-6805","celecoxib"
"VEGFA","hsa-mir-6805","gemcitabine"
"VEGFA","hsa-mir-6805","paclitaxel"
"VEGFA","hsa-mir-6805","leucovorin"
"VEGFA","hsa-mir-6805","irinotecan"
"VEGFA","hsa-mir-6805","oxaliplatin"
"VEGFA","hsa-mir-6805","cisplatin"
"WARS2","hsa-mir-4772","glycine"
"WNK1","hsa-mir-200c","hydrochlorothiazide"
"WNK1","hsa-mir-141","hydrochlorothiazide"
"XPA","hsa-mir-4733","cisplatin"
"XRCC5","hsa-mir-26b","thalidomide"
"XRCC5","hsa-mir-26b","tamoxifen"
"XRCC5","hsa-mir-26b","cisplatin"
"XRCC5","hsa-mir-26b","gemcitabine"
"YWHAE","hsa-mir-423","glucose"
"YWHAE","hsa-mir-423","tacrolimus"
"YWHAH","hsa-mir-675","tacrolimus"
"ZFP36L2","hsa-mir-431","prednisolone"
