"Gene","miRNA","Drug"
"SCN5A","hsa-mir-16-2","pimozide"
"SCN5A","hsa-mir-16-2","bepridil"
"SCN5A","hsa-mir-16-2","haloperidol"
"SCN5A","hsa-mir-16-2","methadone"
"SCN5A","hsa-mir-16-2","droperidol"
"SCN5A","hsa-mir-16-2","sulfamethoxazole"
"SCN5A","hsa-mir-16-2","mexiletine"
"SCN5A","hsa-mir-16-2","chloroquine"
"SCN5A","hsa-mir-16-2","thioridazine"
"SCN5A","hsa-mir-16-2","amiodarone"
"SCN5A","hsa-mir-16-2","sparfloxacin"
"SCN5A","hsa-mir-16-2","erythromycin"
"SCN5A","hsa-mir-16-2","quinidine"
"SCN5A","hsa-mir-16-1","chlorpromazine"
"SCN5A","hsa-mir-16-1","sotalol"
"SCN5A","hsa-mir-16-1","domperidone"
"SCN5A","hsa-mir-16-1","doxorubicin"
"SCN5A","hsa-mir-16-1","disopyramide"
"SCN5A","hsa-mir-16-1","procainamide"
"SCN5A","hsa-mir-16-1","pimozide"
"SCN5A","hsa-mir-16-1","bepridil"
"SCN5A","hsa-mir-16-1","haloperidol"
"SCN5A","hsa-mir-16-1","methadone"
"SCN5A","hsa-mir-16-1","droperidol"
"SCN5A","hsa-mir-16-1","sulfamethoxazole"
"SCN5A","hsa-mir-16-1","mexiletine"
"SCN5A","hsa-mir-16-1","chloroquine"
"SCN5A","hsa-mir-16-1","thioridazine"
"SCN5A","hsa-mir-16-1","amiodarone"
"SCN5A","hsa-mir-16-1","sparfloxacin"
"SCN5A","hsa-mir-16-1","erythromycin"
"SCN5A","hsa-mir-16-1","quinidine"
"SERPINE1","hsa-mir-6821","fluoxetine"
"SERPINE1","hsa-mir-6821","citalopram"
"SERPINE1","hsa-mir-6821","epinephrine"
"SFRP4","hsa-mir-579","letrozole"
"SHC1","hsa-mir-616","imatinib"
"SHC1","hsa-mir-616","chloroquine"
"SHC1","hsa-mir-616","tacrolimus"
"SHC1","hsa-mir-9-3","imatinib"
"SHC1","hsa-mir-9-3","chloroquine"
"SHC1","hsa-mir-9-3","tacrolimus"
"SHMT1","hsa-mir-106b","glycine"
"SHMT1","hsa-mir-106b","cyanocobalamin"
"SHMT1","hsa-mir-106b","methotrexate"
"SLC16A7","hsa-mir-183","methotrexate"
"SLC18A2","hsa-mir-526b","dopamine"
"SLC18A2","hsa-mir-200c","dopamine"
"SLC18A2","hsa-mir-495","dopamine"
"SLC18A2","hsa-mir-551b","dopamine"
"SLC1A1","hsa-mir-550a-2","olanzapine"
"SLC1A1","hsa-mir-550a-2","clozapine"
"SLC22A3","hsa-mir-7-2","metformin"
"SLC22A3","hsa-mir-7-2","lamivudine"
"SLC22A3","hsa-mir-7-2","norepinephrine"
"SLC22A3","hsa-mir-7-2","zidovudine"
"SLC22A5","hsa-mir-411","carbamazepine"
"SLC25A37","hsa-mir-34b","cytarabine"
"SLC29A1","hsa-mir-580","gemcitabine"
"SLC29A1","hsa-mir-580","cladribine"
"SLC29A1","hsa-mir-580","azathioprine"
"SLC29A1","hsa-mir-580","cisplatin"
"SLC29A1","hsa-mir-580","fludarabine"
"SLC29A1","hsa-mir-580","ribavirin"
"SLC29A1","hsa-mir-580","dipyridamole"
"SLC29A1","hsa-mir-580","cytarabine"
"SLC2A4","hsa-mir-181a-1","glucose"
"SLC35A2","hsa-mir-362","irinotecan"
"SLC35A2","hsa-mir-1266","irinotecan"
"SLC38A1","hsa-mir-1228","glycine"
"SLC43A1","hsa-mir-6837","glycine"
"SLC43A1","hsa-mir-5694","glycine"
"SLC46A1","hsa-mir-4420","methotrexate"
"SLC46A1","hsa-mir-4420","glycine"
"SLC6A1","hsa-mir-940","tiagabine"
"SLC7A1","hsa-mir-30e","glycine"
"SLC7A8","hsa-mir-28","glycine"
"SLCO1C1","hsa-mir-28","thyroxine"
"SLCO1C1","hsa-mir-28","estrone"
"SLCO2B1","hsa-mir-361","fexofenadine"
"SLCO2B1","hsa-mir-361","gemfibrozil"
"SLCO2B1","hsa-mir-361","glibenclamide"
"SLCO2B1","hsa-mir-361","atorvastatin"
"SLCO2B1","hsa-mir-361","montelukast"
"SLCO2B1","hsa-mir-361","fluvastatin"
"SLCO2B1","hsa-mir-361","estrone"
"SLCO2B1","hsa-mir-361","cerivastatin"
"SLCO2B1","hsa-mir-361","pravastatin"
"SMARCB1","hsa-mir-320c-2","methylprednisolone"
"SMARCB1","hsa-mir-320c-2","desonide"
"SMARCB1","hsa-mir-320c-2","flunisolide"
"SMARCB1","hsa-mir-320c-2","budesonide"
"SMARCB1","hsa-mir-320c-2","hydrocortisone"
"SMARCB1","hsa-mir-320c-2","prednisolone"
"SMARCB1","hsa-mir-320c-2","prednisone"
"SMARCB1","hsa-mir-320c-2","beclomethasone"
"SMARCB1","hsa-mir-320c-2","dexamethasone"
"SMARCB1","hsa-mir-320c-2","triamcinolone"
"SMARCB1","hsa-mir-5694","methylprednisolone"
"SMARCB1","hsa-mir-5694","desonide"
"SMARCB1","hsa-mir-5694","flunisolide"
"SMARCB1","hsa-mir-5694","budesonide"
"SMARCB1","hsa-mir-5694","hydrocortisone"
"SMARCB1","hsa-mir-5694","prednisolone"
"SMARCB1","hsa-mir-5694","prednisone"
"SMARCB1","hsa-mir-5694","beclomethasone"
"SMARCB1","hsa-mir-5694","dexamethasone"
"SMARCB1","hsa-mir-5694","triamcinolone"
"SMARCC1","hsa-mir-542","prednisone"
"SMARCC1","hsa-mir-542","prednisolone"
"SMARCC1","hsa-mir-542","triamcinolone"
"SMARCC1","hsa-mir-542","beclomethasone"
"SMARCC1","hsa-mir-542","desonide"
"SMARCC1","hsa-mir-542","methylprednisolone"
"SMARCC1","hsa-mir-542","dexamethasone"
"SMARCC1","hsa-mir-542","flunisolide"
"SMARCC1","hsa-mir-542","hydrocortisone"
"SMARCC1","hsa-mir-542","budesonide"
"SMARCC2","hsa-mir-3667","methylprednisolone"
"SMARCC2","hsa-mir-3667","prednisone"
"SMARCC2","hsa-mir-3667","budesonide"
"SMARCC2","hsa-mir-3667","desonide"
"SMARCC2","hsa-mir-3667","hydrocortisone"
"SMARCC2","hsa-mir-3667","triamcinolone"
"SMARCC2","hsa-mir-3667","prednisolone"
"SMARCC2","hsa-mir-3667","beclomethasone"
"SMARCC2","hsa-mir-3667","flunisolide"
"SMARCC2","hsa-mir-3667","dexamethasone"
"SMURF1","hsa-mir-93","estrone"
"SMURF1","hsa-mir-93","estradiol"
"SMURF1","hsa-mir-4435-1","estrone"
"SMURF1","hsa-mir-4435-1","estradiol"
"SMURF1","hsa-mir-106b","estrone"
"SMURF1","hsa-mir-106b","estradiol"
"SMURF1","hsa-mir-6738","estrone"
"SMURF1","hsa-mir-6738","estradiol"
"SNAI2","hsa-mir-3936","imatinib"
"SNAP25","hsa-mir-579","dopamine"
"SNAP25","hsa-mir-579","methylphenidate"
"SNCA","hsa-mir-6516","tacrolimus"
"SNCA","hsa-mir-6516","dopamine"
"SNCA","hsa-mir-6516","colchicine"
"SNTA1","hsa-mir-660","sparfloxacin"
"SNTA1","hsa-mir-660","methadone"
"SNTA1","hsa-mir-660","pimozide"
"SNTA1","hsa-mir-660","haloperidol"
"SNTA1","hsa-mir-660","bepridil"
"SNTA1","hsa-mir-660","disopyramide"
"SNTA1","hsa-mir-660","erythromycin"
"SNTA1","hsa-mir-660","chloroquine"
"SNTA1","hsa-mir-660","quinidine"
"SNTA1","hsa-mir-660","thioridazine"
"SNTA1","hsa-mir-660","procainamide"
"SNTA1","hsa-mir-660","droperidol"
"SNTA1","hsa-mir-660","sotalol"
"SNTA1","hsa-mir-660","amiodarone"
"SNTA1","hsa-mir-660","domperidone"
"SNTA1","hsa-mir-660","chlorpromazine"
"SNTA1","hsa-mir-193a","sparfloxacin"
"SNTA1","hsa-mir-193a","methadone"
"SNTA1","hsa-mir-193a","pimozide"
"SNTA1","hsa-mir-193a","haloperidol"
"SNTA1","hsa-mir-193a","bepridil"
"SNTA1","hsa-mir-193a","disopyramide"
"SNTA1","hsa-mir-193a","erythromycin"
"SNTA1","hsa-mir-193a","chloroquine"
"SNTA1","hsa-mir-193a","quinidine"
"SNTA1","hsa-mir-193a","thioridazine"
"SNTA1","hsa-mir-193a","procainamide"
"SNTA1","hsa-mir-193a","droperidol"
"SNTA1","hsa-mir-193a","sotalol"
"SNTA1","hsa-mir-193a","amiodarone"
"SNTA1","hsa-mir-193a","domperidone"
"SNTA1","hsa-mir-193a","chlorpromazine"
"SNTA1","hsa-mir-708","sparfloxacin"
"SNTA1","hsa-mir-708","methadone"
"SNTA1","hsa-mir-708","pimozide"
"SNTA1","hsa-mir-708","haloperidol"
"SNTA1","hsa-mir-708","bepridil"
"SNTA1","hsa-mir-708","disopyramide"
"SNTA1","hsa-mir-708","erythromycin"
"SNTA1","hsa-mir-708","chloroquine"
"SNTA1","hsa-mir-708","quinidine"
"SNTA1","hsa-mir-708","thioridazine"
"SNTA1","hsa-mir-708","procainamide"
"SNTA1","hsa-mir-708","droperidol"
"SNTA1","hsa-mir-708","sotalol"
"SNTA1","hsa-mir-708","amiodarone"
"SNTA1","hsa-mir-708","domperidone"
"SNTA1","hsa-mir-708","chlorpromazine"
"SNX13","hsa-mir-429","salmeterol"
"SOD1","hsa-mir-135b","estradiol"
"SOD1","hsa-mir-135b","flumazenil"
"SOD1","hsa-mir-135b","doxorubicin"
"SOD1","hsa-mir-135b","tamoxifen"
"SOS1","hsa-mir-548o","chloroquine"
"SOS1","hsa-mir-548o","tacrolimus"
"SOS1","hsa-mir-548o","imatinib"
"SPP1","hsa-mir-5694","methotrexate"
"SPRED2","hsa-mir-4665","imatinib"
"SPRY1","hsa-mir-146b","chloroquine"
"SSH2","hsa-mir-3620","cytarabine"
"ST6GAL1","hsa-mir-424","flucloxacillin"
"STAT5A","hsa-mir-889","imatinib"
"STK17A","hsa-mir-185","cisplatin"
"STX1A","hsa-mir-6758","dopamine"
"SULT1C2","hsa-mir-154","docetaxel"
"SULT1C2","hsa-mir-154","thalidomide"
"SULT4A1","hsa-mir-1256","estradiol"
"SULT4A1","hsa-mir-1256","tamoxifen"
"TAF9B","hsa-mir-361","cisplatin"
"TAP1","hsa-mir-4636","cisplatin"
"TAT","hsa-mir-3622b","tetrahydrobiopterin"
"TAT","hsa-mir-3622b","ketoconazole"
"TAT","hsa-mir-3622b","miconazole"
"TAT","hsa-mir-320d-1","tetrahydrobiopterin"
"TAT","hsa-mir-320d-1","ketoconazole"
"TAT","hsa-mir-320d-1","miconazole"
"TDP1","hsa-mir-345","irinotecan"
"TEC","hsa-mir-3936","imatinib"
"TERF1","hsa-mir-6834","tamoxifen"
"TERF1","hsa-mir-6834","methotrexate"
"TGFB1","hsa-mir-146a","losartan"
"TGFB1","hsa-mir-146a","irbesartan"
"TGFB3","hsa-mir-551b","dexamethasone"
"TGFB3","hsa-mir-664b","dexamethasone"
"TGFBR1","hsa-mir-6718","dexamethasone"
"TGFBR3","hsa-mir-151a","docetaxel"
"TGFBR3","hsa-mir-4715","docetaxel"
"TGFBR3","hsa-mir-95","docetaxel"
"TLR2","hsa-mir-6514","dexamethasone"
"TLR4","hsa-mir-223","pravastatin"
"TLR4","hsa-mir-223","methotrexate"
"TNFAIP2","hsa-mir-518e","docetaxel"
"TOR1A","hsa-mir-942","colchicine"
"TOR1A","hsa-mir-942","tacrolimus"
"TOR1A","hsa-mir-942","dopamine"
"TUBA8","hsa-mir-548d-2","estradiol"
"TUBA8","hsa-mir-548d-2","estrone"
"TUBB","hsa-mir-1306","paclitaxel"
"TUBB","hsa-mir-1306","docetaxel"
"TUBB3","hsa-mir-148a","vincristine"
"TUBB3","hsa-mir-148a","paclitaxel"
"TUBB3","hsa-mir-3152","vincristine"
"TUBB3","hsa-mir-3152","paclitaxel"
"UBE2A","hsa-mir-101-2","glucose"
"UBE2A","hsa-mir-101-1","glucose"
"UBE2I","hsa-mir-484","irinotecan"
"UBE2I","hsa-mir-484","cisplatin"
"UBE2L3","hsa-mir-3936","dopamine"
"UBE2L3","hsa-mir-3936","tacrolimus"
"UBE2L3","hsa-mir-3936","colchicine"
"UGT2B15","hsa-mir-5010","lorazepam"
"UGT2B15","hsa-mir-5010","methotrexate"
"UGT2B15","hsa-mir-5010","tamoxifen"
"UGT2B15","hsa-mir-5010","phenytoin"
"UST","hsa-mir-3653","nortriptyline"
"VAMP2","hsa-mir-324","dopamine"
"VAMP2","hsa-mir-324","glucose"
"VAV3","hsa-mir-760","gemcitabine"
"VAV3","hsa-mir-760","cytarabine"
"VAV3","hsa-mir-5691","gemcitabine"
"VAV3","hsa-mir-5691","cytarabine"
"VDR","hsa-mir-106a","cytarabine"
"VDR","hsa-mir-106a","calcipotriol"
"VDR","hsa-mir-106a","leucovorin"
"VDR","hsa-mir-106a","dexamethasone"
"VDR","hsa-mir-106a","cyclophosphamide"
"VDR","hsa-mir-106a","alendronate"
"VDR","hsa-mir-106a","prednisone"
"VDR","hsa-mir-106a","etoposide"
"VDR","hsa-mir-106a","methotrexate"
"VDR","hsa-mir-106a","raloxifene"
"VDR","hsa-mir-106a","calcium"
"VDR","hsa-mir-106a","vincristine"
"VDR","hsa-mir-1910","cytarabine"
"VDR","hsa-mir-1910","calcipotriol"
"VDR","hsa-mir-1910","leucovorin"
"VDR","hsa-mir-1910","dexamethasone"
"VDR","hsa-mir-1910","cyclophosphamide"
"VDR","hsa-mir-1910","alendronate"
"VDR","hsa-mir-1910","prednisone"
"VDR","hsa-mir-1910","etoposide"
"VDR","hsa-mir-1910","methotrexate"
"VDR","hsa-mir-1910","raloxifene"
"VDR","hsa-mir-1910","calcium"
"VDR","hsa-mir-1910","vincristine"
"VDR","hsa-mir-194-2","cytarabine"
"VDR","hsa-mir-194-2","calcipotriol"
"VDR","hsa-mir-194-2","leucovorin"
"VDR","hsa-mir-194-2","dexamethasone"
"VDR","hsa-mir-194-2","cyclophosphamide"
"VDR","hsa-mir-194-2","alendronate"
"VDR","hsa-mir-194-2","prednisone"
"VDR","hsa-mir-194-2","etoposide"
"VDR","hsa-mir-194-2","methotrexate"
"VDR","hsa-mir-194-2","raloxifene"
"VDR","hsa-mir-194-2","calcium"
"VDR","hsa-mir-194-2","vincristine"
"VEGFA","hsa-mir-589","celecoxib"
"VEGFA","hsa-mir-589","paclitaxel"
"VEGFA","hsa-mir-589","irinotecan"
"VEGFA","hsa-mir-589","cisplatin"
"VEGFA","hsa-mir-589","leucovorin"
"VEGFA","hsa-mir-589","glucose"
"VEGFA","hsa-mir-589","gemcitabine"
"VEGFA","hsa-mir-589","oxaliplatin"
"VEGFA","hsa-mir-4640","celecoxib"
"VEGFA","hsa-mir-4640","paclitaxel"
"VEGFA","hsa-mir-4640","irinotecan"
"VEGFA","hsa-mir-4640","cisplatin"
"VEGFA","hsa-mir-4640","leucovorin"
"VEGFA","hsa-mir-4640","glucose"
"VEGFA","hsa-mir-4640","gemcitabine"
"VEGFA","hsa-mir-4640","oxaliplatin"
"WARS2","hsa-mir-191","glycine"
"XPA","hsa-mir-676","cisplatin"
"XRCC5","hsa-mir-26b","thalidomide"
"XRCC5","hsa-mir-26b","gemcitabine"
"XRCC5","hsa-mir-26b","tamoxifen"
"XRCC5","hsa-mir-26b","cisplatin"
"YEATS4","hsa-mir-21","hydrochlorothiazide"
"YY1","hsa-mir-30e","methotrexate"
"ZAP70","hsa-mir-6874","tacrolimus"
